year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,7,OH,PSA Airlines Inc.,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",25.00,4.00,1.22,0.04,1.29,0.00,1.46,1.00,0.00,298.00,54.00,6.00,50.00,0.00,188.00
2022,7,OH,PSA Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",71.00,13.00,3.37,0.00,6.41,0.00,3.22,3.00,0.00,974.00,380.00,0.00,255.00,0.00,339.00
2022,7,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",77.00,26.00,4.61,3.54,4.54,0.00,13.32,2.00,0.00,2381.00,796.00,333.00,237.00,0.00,1015.00
2022,7,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",121.00,22.00,9.77,0.10,6.18,0.00,5.94,3.00,0.00,1221.00,571.00,9.00,267.00,0.00,374.00
2022,7,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",30.00,17.00,2.66,0.00,8.48,0.00,5.85,0.00,0.00,926.00,285.00,0.00,329.00,0.00,312.00
2022,7,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",117.00,19.00,4.78,1.31,5.06,0.00,7.86,6.00,0.00,1454.00,216.00,288.00,124.00,0.00,826.00
2022,7,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",116.00,28.00,8.12,1.87,10.90,0.00,7.11,2.00,1.00,1472.00,354.00,160.00,442.00,0.00,516.00
2022,7,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",77.00,16.00,3.07,2.87,3.37,0.00,6.69,1.00,0.00,1228.00,180.00,288.00,147.00,0.00,613.00
2022,7,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",57.00,13.00,3.16,2.44,1.29,0.00,6.11,0.00,1.00,994.00,144.00,322.00,86.00,0.00,442.00
2022,7,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",5.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,151.00,0.00,151.00,0.00,0.00,0.00
2022,7,OH,PSA Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",61.00,19.00,8.16,0.78,7.01,0.00,3.05,1.00,0.00,1137.00,409.00,73.00,441.00,0.00,214.00
2022,7,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",49.00,11.00,4.35,0.99,4.14,0.00,1.52,2.00,0.00,524.00,147.00,122.00,139.00,0.00,116.00
2022,7,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",188.00,36.00,11.94,3.69,8.19,0.00,12.18,6.00,0.00,1975.00,480.00,293.00,487.00,0.00,715.00
2022,7,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",61.00,19.00,4.29,2.28,4.74,0.00,7.70,1.00,0.00,1768.00,385.00,275.00,213.00,0.00,895.00
2022,7,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,7,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",313.00,106.00,31.31,4.97,27.97,0.51,41.24,12.00,2.00,7074.00,2090.00,452.00,1286.00,23.00,3223.00
2022,7,OH,PSA Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",60.00,16.00,6.40,1.99,0.63,0.00,6.98,0.00,0.00,1694.00,497.00,291.00,58.00,0.00,848.00
2022,7,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1417.00,222.00,56.22,24.32,42.85,0.13,98.49,33.00,1.00,20191.00,6965.00,1419.00,1906.00,41.00,9860.00
2022,7,OH,PSA Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",62.00,21.00,7.14,5.78,3.36,0.00,4.72,1.00,0.00,1540.00,558.00,522.00,116.00,0.00,344.00
2022,7,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",88.00,25.00,4.93,0.91,5.55,0.09,13.52,3.00,0.00,1648.00,185.00,64.00,196.00,8.00,1195.00
2022,7,OH,PSA Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",218.00,77.00,22.98,4.23,22.79,0.00,27.00,4.00,0.00,5541.00,1640.00,414.00,1045.00,0.00,2442.00
2022,7,OH,PSA Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",267.00,64.00,27.39,1.26,15.35,0.00,20.00,5.00,0.00,4537.00,2045.00,187.00,670.00,0.00,1635.00
2022,7,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",86.00,14.00,5.36,0.00,4.26,0.00,4.38,1.00,0.00,720.00,374.00,0.00,109.00,0.00,237.00
2022,7,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",94.00,27.00,10.78,1.00,6.55,0.00,8.67,4.00,1.00,1797.00,755.00,19.00,344.00,0.00,679.00
2022,7,OH,PSA Airlines Inc.,RIC,"Richmond, VA: Richmond International",60.00,6.00,2.77,0.00,1.33,0.00,1.90,0.00,0.00,462.00,297.00,0.00,53.00,0.00,112.00
2022,7,OH,PSA Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",27.00,12.00,4.25,0.90,2.47,0.00,4.39,0.00,0.00,623.00,184.00,145.00,105.00,0.00,189.00
2022,7,OH,PSA Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",141.00,42.00,10.78,6.50,7.27,0.00,17.44,0.00,0.00,2718.00,605.00,539.00,301.00,0.00,1273.00
2022,7,OH,PSA Airlines Inc.,SBN,"South Bend, IN: South Bend International",62.00,17.00,2.26,2.95,5.64,0.00,6.15,0.00,0.00,1297.00,188.00,202.00,432.00,0.00,475.00
2022,7,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",159.00,42.00,9.77,4.09,18.42,0.00,9.71,4.00,0.00,2561.00,822.00,218.00,652.00,0.00,869.00
2022,7,OH,PSA Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",52.00,13.00,3.15,0.00,5.62,0.00,4.23,1.00,0.00,604.00,104.00,0.00,286.00,0.00,214.00
2022,7,OH,PSA Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",62.00,22.00,4.46,1.77,10.06,0.00,5.71,1.00,0.00,1100.00,146.00,144.00,365.00,0.00,445.00
2022,7,OH,PSA Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",53.00,14.00,3.17,1.83,4.41,0.00,4.58,1.00,0.00,562.00,148.00,105.00,149.00,0.00,160.00
2022,7,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",185.00,54.00,16.51,2.70,13.74,0.00,21.05,4.00,0.00,4172.00,1272.00,342.00,673.00,0.00,1885.00
2022,7,OH,PSA Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",69.00,25.00,10.08,0.99,7.82,0.00,6.11,4.00,0.00,1885.00,879.00,148.00,343.00,0.00,515.00
2022,7,OH,PSA Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",136.00,33.00,10.64,2.21,8.78,0.00,11.37,9.00,0.00,1790.00,619.00,157.00,296.00,0.00,718.00
2022,7,OH,PSA Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",62.00,22.00,1.94,3.27,8.09,0.00,8.69,1.00,0.00,1675.00,78.00,189.00,185.00,0.00,1223.00
2022,7,OH,PSA Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",52.00,11.00,2.44,0.37,2.97,0.00,5.21,0.00,0.00,682.00,61.00,48.00,210.00,0.00,363.00
2022,7,OH,PSA Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",5.00,2.00,0.00,1.00,0.20,0.00,0.80,0.00,0.00,133.00,0.00,118.00,3.00,0.00,12.00
2022,7,OH,PSA Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",240.00,79.00,30.60,3.43,18.23,0.00,26.75,7.00,0.00,5920.00,2484.00,284.00,794.00,0.00,2358.00
2022,7,OH,PSA Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",41.00,10.00,4.51,1.19,2.99,0.00,1.32,1.00,0.00,619.00,297.00,111.00,117.00,0.00,94.00
2022,7,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",76.00,28.00,22.00,6.00,0.00,0.00,0.00,4.00,0.00,2884.00,2018.00,866.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",329.00,44.00,41.00,1.00,1.00,0.00,1.00,1.00,2.00,2258.00,1990.00,86.00,58.00,0.00,124.00
2022,7,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",62.00,7.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,446.00,425.00,21.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",184.00,14.00,10.00,1.00,1.00,0.00,2.00,9.00,3.00,1870.00,978.00,775.00,52.00,0.00,65.00
2022,7,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",102.00,14.00,11.00,0.00,1.00,0.00,2.00,0.00,0.00,712.00,585.00,0.00,41.00,0.00,86.00
2022,7,OO,SkyWest Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",177.00,24.00,18.00,1.00,0.00,0.00,5.00,0.00,0.00,1165.00,764.00,60.00,0.00,0.00,341.00
2022,7,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",53.00,6.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,311.00,275.00,36.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",561.00,125.00,87.00,9.00,7.00,0.00,22.00,8.00,3.00,11453.00,7955.00,857.00,510.00,0.00,2131.00
2022,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",581.00,166.00,122.00,35.00,1.00,1.00,7.00,14.00,7.00,22181.00,16059.00,4471.00,70.00,1100.00,481.00
2022,7,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",184.00,43.00,31.00,5.00,2.00,0.00,5.00,1.00,0.00,2632.00,1424.00,499.00,221.00,0.00,488.00
2022,7,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",131.00,19.00,4.00,0.00,3.00,0.00,12.00,0.00,0.00,1207.00,336.00,0.00,129.00,0.00,742.00
2022,7,OO,SkyWest Airlines Inc.,BDL,"Hartford, CT: Bradley International",5.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,27.00
2022,7,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",69.00,11.00,8.00,2.00,0.00,0.00,1.00,1.00,0.00,688.00,550.00,114.00,0.00,0.00,24.00
2022,7,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",117.00,18.00,12.00,1.00,1.00,0.00,4.00,1.00,1.00,1859.00,1559.00,53.00,31.00,0.00,216.00
2022,7,OO,SkyWest Airlines Inc.,BGR,"Bangor, ME: Bangor International",5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,174.00,174.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",104.00,33.00,20.00,1.00,1.00,0.00,11.00,0.00,0.00,1589.00,946.00,84.00,43.00,0.00,516.00
2022,7,OO,SkyWest Airlines Inc.,BIH,"Bishop, CA: Bishop Airport",26.00,6.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,1515.00,1411.00,0.00,0.00,0.00,104.00
2022,7,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",86.00,5.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,243.00,56.00,187.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",293.00,52.00,35.00,4.00,3.00,0.00,10.00,4.00,1.00,3309.00,1990.00,239.00,147.00,0.00,933.00
2022,7,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",72.00,6.00,3.00,2.00,1.00,0.00,0.00,0.00,1.00,323.00,132.00,156.00,35.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",43.00,17.00,11.00,5.00,0.00,1.00,0.00,2.00,0.00,2313.00,806.00,375.00,0.00,1132.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",271.00,58.00,34.00,5.00,1.00,0.00,18.00,4.00,0.00,3324.00,1714.00,360.00,96.00,0.00,1154.00
2022,7,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",855.00,122.00,69.00,13.00,1.00,0.00,39.00,1.00,2.00,9576.00,5562.00,902.00,20.00,0.00,3092.00
2022,7,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",72.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,776.00,776.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",110.00,12.00,8.00,0.00,0.00,0.00,4.00,1.00,0.00,1458.00,1084.00,0.00,0.00,0.00,374.00
2022,7,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",39.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,316.00,316.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",63.00,11.00,9.00,0.00,0.00,0.00,2.00,0.00,0.00,545.00,495.00,0.00,0.00,0.00,50.00
2022,7,OO,SkyWest Airlines Inc.,BTV,"Burlington, VT: Burlington International",41.00,9.00,8.00,1.00,0.00,0.00,0.00,1.00,0.00,439.00,355.00,84.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",23.00,5.00,3.00,0.00,1.00,0.00,1.00,2.00,0.00,299.00,69.00,0.00,213.00,0.00,17.00
2022,7,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",245.00,23.00,19.00,2.00,0.00,0.00,2.00,0.00,0.00,747.00,672.00,43.00,0.00,0.00,32.00
2022,7,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",16.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,192.00,57.00,0.00,0.00,0.00,135.00
2022,7,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",258.00,32.00,30.00,1.00,0.00,0.00,1.00,0.00,0.00,2884.00,2694.00,154.00,0.00,0.00,36.00
2022,7,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",53.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,326.00,326.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,CGI,"Cape Girardeau, MO: Cape Girardeau Regional",62.00,6.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,1138.00,0.00,711.00,0.00,0.00,427.00
2022,7,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",205.00,36.00,21.00,4.00,1.00,0.00,10.00,0.00,1.00,2611.00,1445.00,393.00,59.00,0.00,714.00
2022,7,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",62.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,68.00,68.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",73.00,10.00,6.00,0.00,0.00,0.00,4.00,1.00,0.00,1212.00,827.00,0.00,0.00,0.00,385.00
2022,7,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",140.00,19.00,15.00,1.00,0.00,0.00,3.00,1.00,0.00,1204.00,889.00,33.00,0.00,0.00,282.00
2022,7,OO,SkyWest Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",61.00,11.00,7.00,0.00,1.00,0.00,3.00,0.00,0.00,682.00,388.00,0.00,82.00,0.00,212.00
2022,7,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",58.00,10.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,642.00,164.00,0.00,0.00,0.00,478.00
2022,7,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",287.00,47.00,34.00,7.00,1.00,0.00,5.00,2.00,1.00,4137.00,2983.00,550.00,215.00,0.00,389.00
2022,7,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",59.00,7.00,4.00,2.00,0.00,0.00,1.00,3.00,2.00,1122.00,217.00,879.00,0.00,0.00,26.00
2022,7,OO,SkyWest Airlines Inc.,CNY,"Moab, UT: Canyonlands Field",65.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,688.00,688.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",458.00,104.00,69.00,4.00,3.00,1.00,27.00,3.00,6.00,7140.00,4070.00,279.00,366.00,32.00,2393.00
2022,7,OO,SkyWest Airlines Inc.,COU,"Columbia, MO: Columbia Regional",87.00,14.00,9.00,0.00,0.00,0.00,5.00,2.00,0.00,912.00,431.00,0.00,0.00,0.00,481.00
2022,7,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",147.00,30.00,19.00,2.00,1.00,0.00,8.00,2.00,0.00,2313.00,1135.00,247.00,88.00,0.00,843.00
2022,7,OO,SkyWest Airlines Inc.,CSG,"Columbus, GA: Columbus Airport",31.00,5.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,284.00,255.00,0.00,0.00,0.00,29.00
2022,7,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",138.00,21.00,11.00,0.00,1.00,0.00,9.00,2.00,0.00,1559.00,505.00,0.00,33.00,0.00,1021.00
2022,7,OO,SkyWest Airlines Inc.,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",62.00,13.00,7.00,1.00,0.00,0.00,5.00,1.00,0.00,2217.00,2002.00,26.00,0.00,0.00,189.00
2022,7,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",12.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,111.00,111.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",140.00,29.00,21.00,2.00,1.00,0.00,5.00,3.00,0.00,1317.00,766.00,71.00,42.00,0.00,438.00
2022,7,OO,SkyWest Airlines Inc.,DDC,"Dodge City, KS: Dodge City Regional",53.00,10.00,6.00,0.00,1.00,0.00,3.00,0.00,0.00,421.00,297.00,0.00,18.00,0.00,106.00
2022,7,OO,SkyWest Airlines Inc.,DEC,"Decatur, IL: Decatur Airport",106.00,18.00,13.00,0.00,0.00,0.00,5.00,1.00,0.00,1540.00,1274.00,0.00,0.00,0.00,266.00
2022,7,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5550.00,1227.00,744.00,90.00,192.00,0.00,201.00,94.00,86.00,102322.00,55836.00,8512.00,19677.00,0.00,18297.00
2022,7,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2777.00,538.00,321.00,70.00,7.00,2.00,138.00,16.00,10.00,49620.00,35060.00,5739.00,667.00,43.00,8111.00
2022,7,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",90.00,11.00,8.00,3.00,0.00,0.00,0.00,0.00,1.00,769.00,520.00,249.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",305.00,51.00,34.00,4.00,0.00,0.00,13.00,2.00,2.00,3289.00,1329.00,486.00,0.00,0.00,1474.00
2022,7,OO,SkyWest Airlines Inc.,DRT,"Del Rio, TX: Del Rio International",62.00,10.00,5.00,1.00,1.00,0.00,3.00,0.00,0.00,546.00,285.00,25.00,121.00,0.00,115.00
2022,7,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",76.00,11.00,9.00,0.00,0.00,0.00,2.00,2.00,0.00,1054.00,879.00,0.00,0.00,0.00,175.00
2022,7,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2180.00,280.00,202.00,55.00,4.00,1.00,18.00,5.00,1.00,27760.00,21613.00,4553.00,375.00,84.00,1135.00
2022,7,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",58.00,6.00,3.00,0.00,0.00,0.00,3.00,0.00,1.00,808.00,110.00,0.00,0.00,0.00,698.00
2022,7,OO,SkyWest Airlines Inc.,EAR,"Kearney, NE: Kearney Regional",54.00,11.00,9.00,1.00,0.00,0.00,1.00,3.00,0.00,498.00,424.00,30.00,0.00,0.00,44.00
2022,7,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",39.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,71.00,0.00,0.00,0.00,0.00,71.00
2022,7,OO,SkyWest Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",93.00,10.00,5.00,1.00,2.00,0.00,2.00,1.00,0.00,1243.00,232.00,88.00,746.00,0.00,177.00
2022,7,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",31.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",62.00,5.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,169.00,112.00,57.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",154.00,20.00,13.00,0.00,0.00,0.00,7.00,1.00,1.00,1593.00,1127.00,0.00,0.00,0.00,466.00
2022,7,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",62.00,8.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,263.00,226.00,37.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",238.00,31.00,24.00,4.00,0.00,0.00,3.00,0.00,0.00,1455.00,1142.00,151.00,0.00,0.00,162.00
2022,7,OO,SkyWest Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",22.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,307.00,307.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",55.00,8.00,3.00,4.00,1.00,0.00,0.00,3.00,1.00,616.00,207.00,260.00,149.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",317.00,62.00,38.00,4.00,3.00,0.00,17.00,2.00,0.00,4566.00,2326.00,192.00,160.00,0.00,1888.00
2022,7,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",481.00,85.00,45.00,4.00,1.00,0.00,35.00,3.00,0.00,6502.00,3888.00,165.00,200.00,0.00,2249.00
2022,7,OO,SkyWest Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",12.00,6.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,538.00,538.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",207.00,19.00,13.00,1.00,0.00,0.00,5.00,0.00,0.00,1072.00,876.00,38.00,0.00,0.00,158.00
2022,7,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",163.00,21.00,16.00,2.00,1.00,0.00,2.00,2.00,1.00,983.00,728.00,116.00,34.00,0.00,105.00
2022,7,OO,SkyWest Airlines Inc.,FOD,"Fort Dodge, IA: Fort Dodge Regional",41.00,7.00,5.00,0.00,0.00,0.00,2.00,1.00,0.00,748.00,306.00,0.00,0.00,0.00,442.00
2022,7,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",205.00,46.00,29.00,6.00,0.00,0.00,11.00,0.00,1.00,3252.00,1930.00,717.00,0.00,0.00,605.00
2022,7,OO,SkyWest Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",62.00,6.00,3.00,1.00,1.00,0.00,1.00,1.00,0.00,441.00,297.00,76.00,44.00,0.00,24.00
2022,7,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",336.00,87.00,55.00,11.00,4.00,0.00,17.00,2.00,1.00,6899.00,3892.00,1286.00,461.00,0.00,1260.00
2022,7,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Gillette Campbell County",54.00,6.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,1103.00,1077.00,0.00,0.00,0.00,26.00
2022,7,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",331.00,51.00,40.00,7.00,3.00,0.00,1.00,0.00,0.00,2048.00,1626.00,346.00,57.00,0.00,19.00
2022,7,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",108.00,13.00,8.00,4.00,1.00,0.00,0.00,0.00,0.00,1534.00,774.00,185.00,575.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",149.00,38.00,23.00,2.00,2.00,0.00,11.00,3.00,0.00,2687.00,1498.00,68.00,171.00,0.00,950.00
2022,7,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",219.00,36.00,32.00,3.00,0.00,0.00,1.00,0.00,0.00,3537.00,3229.00,266.00,0.00,0.00,42.00
2022,7,OO,SkyWest Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,42.00,0.00,0.00,0.00,0.00
2022,7,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",125.00,23.00,15.00,2.00,0.00,0.00,6.00,2.00,0.00,1502.00,931.00,45.00,0.00,0.00,526.00
2022,7,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",135.00,25.00,15.00,2.00,3.00,0.00,5.00,4.00,0.00,2108.00,913.00,40.00,348.00,0.00,807.00
